,emotion,text,hidden_emo_text,label
5609,surprise,I felt surprised when my partner proposed,I felt ... when my partner proposed,5
2965,joy,On the day I got married.,On the day I got married.,3
2625,joy,The day I had my baby,The day I had my baby,3
5678,surprise,I got a phone call saying i got a job i interviewed for.,I got a phone call saying i got a job i interviewed for.,5
5046,sadness,I felt sadness when my friend committed suicide last Thursday,I felt ... when my friend committed suicide last Thursday,4
1742,fear,a car nearly crashed into me at a roundabout,a car nearly crashed into me at a roundabout,2
1343,disgust,when we walked by a junkie on the street in Dublin shooting up,when we walked by a junkie on the street in Dublin shooting up,1
5635,surprise,A close friend told me she was pregnant after years of trying,A close friend told me she was pregnant after years of trying,5
5973,surprise,Myhusband surprised me with a trip to Dubai,Myhusband ... me with a trip to Dubai,5
2997,joy,I felt joy when I was at summer camp and I jumped into the pond during a night swim. My friend and I ran across the wooden boardwalk and jumped in water on the count of three. I felt joy because it was the last night of summer camp and it was a great way to end the summer.,I felt ... when I was at summer camp and I jumped into the pond during a night swim. My friend and I ran across the wooden boardwalk and jumped in water on the count of three. I felt ... because it was the last night of summer camp and it was a great way to end the summer.,3
25,anger,I felt anger when I walked outside to my garden and saw that deer ate a lot of the plants,I felt ... when I walked outside to my garden and saw that deer ate a lot of the plants,0
2097,fear,I felt fear when i was walking alone in the dark,I felt ... when i was walking alone in the dark,2
5057,sadness,I felt sadness when my young nephew asked me why my dad didn't take his phone with him when he died because I couldn't explain the scope of our loss to him.,I felt ... when my young nephew asked me why my dad didn't take his phone with him when he died because I couldn't explain the scope of our loss to him.,4
5614,surprise,I felt SURPRISE when my brothers friend vandalized my car.,I felt ... when my brothers friend vandalized my car.,5
5148,sadness,i think of my neighbour,i think of my neighbour,4
4766,sadness,in the uk we were put into a lockdown over Christmas where I thought I would be able to see my family who I hadnt seen in a while and celebrate my 21st birthday,in the uk we were put into a lockdown over Christmas where I thought I would be able to see my family who I hadnt seen in a while and celebrate my 21st birthday,4
537,anger,"someone who I thought was a friend, was spreading rumours about my relationship and attempting to destroy it. I found out one night, confronted him and he denied it which provoked me.","someone who I thought was a friend, was spreading rumours about my relationship and attempting to destroy it. I found out one night, confronted him and he denied it which provoked me.",0
35,anger,I felt that my hard work has not been recognised or paid off,I felt that my hard work has not been recognised or paid off,0
